Volume,plot,pot,CO2 R,Ps,Cond,Ci,Temp,PPFD
25,3,3,50,-0.378334938,0.381540596,50.98590941,25.10390854,1799.948364
25,3,3,100,2.695741232,0.378858965,81.48405446,24.93273354,1801.146118
25,3,3,150,5.314064062,0.374979666,114.0401793,24.91334724,1800.299805
25,3,3,230,9.383817901,0.372591409,169.1890834,24.9777565,1799.192749
25,3,3,330,14.47908923,0.373280239,236.7457337,24.99279594,1799.665771
25,3,3,400,17.36503653,0.373450915,287.9997594,25.15657616,1800.407471
25,3,3,650,22.83332666,0.373694312,499.6543455,25.15200615,1799.125244
25,3,3,900,24.13623604,0.370868173,735.0358971,25.10373116,1799.928711
25,3,3,1200,24.26372049,0.360991316,1024.124289,24.88869858,1799.718872
25,3,3,1500,24.98662683,0.351127807,1311.840292,24.94677353,1800.171387
25,3,3,1600,24.56210749,0.339364433,1407.629752,24.98655891,1799.240967
25,3,3,1800,25.14930908,0.333990774,1596.921128,24.84681702,1799.824463
25,3,3,400,16.33807482,0.325979271,282.7304138,24.87828827,1800.258057
5,4,5,400,13.10640015,0.218135225,274.3161988,24.89472961,1799.309448
5,4,5,50,-0.28335074,0.231142988,50.78520176,25.00801086,1799.817261
5,4,5,100,1.427513061,0.227962156,85.64759864,25.55357742,1798.930908
5,4,5,150,3.44563464,0.234291443,116.551432,25.42934036,1801.19751
5,4,5,230,6.784635402,0.23986397,169.0980279,25.18338776,1799.252319
5,4,5,330,10.2467896,0.247393185,239.9097406,25.34626007,1801.040405
5,4,5,400,13.19703763,0.251127989,285.689083,25.54136467,1800.035034
5,4,5,650,18.26357195,0.253761722,490.2796547,25.48728561,1800.563843
5,4,5,900,21.38775936,0.247810143,705.2327215,25.52172279,1799.521973
5,4,5,1200,22.03858463,0.2564893,998.8028099,25.38446999,1801.403809
5,4,5,1500,23.41852956,0.257481795,1281.29967,25.34381866,1800.980591
5,4,5,1600,22.00738624,0.263570103,1393.248672,25.18844032,1800.217651
5,4,5,1800,23.72096114,0.258395703,1569.471994,25.3998661,1799.978394
5,4,5,400,12.39693438,0.266773633,295.073771,25.2403717,1799.601807
15,4,6,400,21.53879112,0.438738794,276.2799687,25.30796051,1800.501709
15,4,6,50,-0.348429915,0.441310318,50.60261787,25.04649925,1801.016846
15,4,6,100,3.254383994,0.437544905,80.02994883,24.93369865,1798.850586
15,4,6,150,6.898484512,0.444353971,109.8896982,24.97371101,1800.953613
15,4,6,230,11.80244766,0.440709185,162.510583,25.25950623,1799.432251
15,4,6,330,17.48319937,0.45458115,231.322861,24.9140377,1799.838745
15,4,6,400,21.22017351,0.448393127,281.2134952,24.96875,1800.389404
15,4,6,650,26.35280455,0.445221005,495.7849391,24.94728279,1801.168213
15,4,6,900,27.25434837,0.435407011,732.2612825,24.87299347,1801.248901
15,4,6,1200,28.28624558,0.426841946,1016.910292,24.91321182,1800.508545
15,4,6,1500,27.81689256,0.417420074,1310.051729,25.10111618,1800.287354
15,4,6,1600,28.79342397,0.414923493,1401.095827,24.997612,1800.368164
15,4,6,1800,29.99465225,0.397487846,1584.370731,24.9743824,1799.468384
15,4,6,400,19.62077391,0.399793606,278.8054605,25.10580635,1799.128296
20,5,5,400,21.85556968,0.473978638,287.8690652,25.10767937,1801.205566
20,5,5,50,-0.410926218,0.480004289,50.67674165,25.03179932,1799.131958
20,5,5,100,3.175875609,0.472722404,82.9907271,25.05900192,1799.824463
20,5,5,150,6.018769079,0.485207676,118.3173245,25.05159378,1801.416382
20,5,5,230,11.90929939,0.488334102,169.359434,25.00782204,1800.833618
20,5,5,330,18.10212893,0.497265516,240.4222545,24.92863846,1800.903198
20,5,5,400,22.0045979,0.501898243,292.6810119,24.75459099,1799.223755
20,5,5,650,29.04054175,0.516755479,508.4176907,24.802742,1800.634644
20,5,5,900,31.85090596,0.515912983,738.0189247,24.86178589,1800.50293
20,5,5,1200,30.3913494,0.506957077,1035.994083,25.01103401,1798.658081
20,5,5,1500,31.54332556,0.510153542,1324.947406,24.96825027,1800.085815
20,5,5,1600,32.29127604,0.510608748,1420.763244,24.8643856,1801.211548
20,5,5,1800,31.18020258,0.502225317,1618.11133,24.93862534,1799.17749
20,5,5,400,19.99150727,0.485067467,297.3972982,25.09161949,1800.573364
35,3,5,400,18.3305872,0.261054179,249.5426393,24.82530212,1799.61792
35,3,5,50,-0.01988777,0.245817897,47.88599558,25.11169434,1801.435181
35,3,5,100,3.101159334,0.249067555,73.82702903,25.08926773,1799.341919
35,3,5,150,5.716133489,0.259313543,102.3040026,25.0479126,1799.474121
35,3,5,230,9.99340468,0.270786246,149.5552803,25.04218674,1799.437988
35,3,5,330,15.12179444,0.277709484,211.2852803,25.05043983,1798.446289
35,3,5,400,18.34048063,0.27765157,256.3460979,25.08066368,1799.776245
35,3,5,650,24.8345823,0.270471049,447.3802442,25.08166885,1799.86499
35,3,5,900,26.83575911,0.254453428,665.9931029,25.06179047,1801.295776
35,3,5,1200,27.95463634,0.230205723,930.1825382,25.38680267,1799.43689
35,3,5,1500,28.92981373,0.212915158,1197.982654,25.60343933,1799.557739
35,3,5,1600,29.78981738,0.195154759,1266.069153,25.72470284,1799.591064
35,3,5,1800,29.81748449,0.17606057,1433.825471,25.78979111,1801.169556
15,5,4,400,19.13257467,0.403286358,283.1462831,24.56839371,1799.804077
15,5,4,50,0.000641638,0.394612769,48.83489488,24.51845169,1798.865356
15,5,4,100,3.064856203,0.390163236,80.39241222,24.67001915,1799.493286
15,5,4,150,6.166434511,0.384391182,110.7132591,24.63583755,1800.588379
15,5,4,230,10.97471868,0.38261839,161.6338719,24.77216148,1798.927124
15,5,4,330,16.18214255,0.382757668,228.0598721,24.94222832,1799.94043
15,5,4,400,19.1928415,0.380382439,279.3421296,24.91474915,1800.12915
15,5,4,650,23.95643981,0.380328439,495.0539312,24.84137726,1800.935913
15,5,4,900,25.35451702,0.379321169,731.2363603,24.85616875,1799.740112
15,5,4,1200,26.18564414,0.377110983,1019.296297,24.89962959,1799.834229
15,5,4,1500,26.96561597,0.374203682,1305.743579,24.95549583,1799.442505
15,5,4,1600,27.84348966,0.375449317,1398.949586,25.2569809,1800.60144
15,5,4,1800,28.5629319,0.372910671,1587.474176,25.3305645,1799.94397
15,5,4,400,18.29469089,0.364923765,279.5841801,25.40459061,1800.599854
20,6,4,400,18.63505562,0.244664532,238.0501162,24.91727829,1801.191284
20,6,4,50,-0.180315809,0.243011604,50.51559663,24.7301178,1800.716309
20,6,4,100,2.861219009,0.247752577,74.3075857,24.74123383,1799.756226
20,6,4,150,5.813636055,0.252900749,100.0802338,24.83874512,1800.428833
20,6,4,230,10.26983188,0.257483252,144.5777504,24.9947567,1801.186646
20,6,4,330,15.38577021,0.266027259,203.7516093,25.17257118,1800.209839
20,6,4,400,18.95087151,0.269853072,247.9751005,25.13823318,1800.866333
20,6,4,650,25.2406401,0.268603177,442.1828226,25.08430672,1798.732666
20,6,4,900,27.56249766,0.258495501,662.3727164,25.07608795,1801.006226
20,6,4,1200,28.80881231,0.245835077,935.4275626,25.04064941,1799.714966
20,6,4,1500,28.95296029,0.227233378,1211.845203,24.93470955,1799.569336
20,6,4,1600,29.36825106,0.216042766,1294.93836,24.98941994,1800.468384
20,6,4,1800,29.34292126,0.205148494,1478.138399,24.97073746,1798.887329
25,6,7,400,20.40212532,0.248695821,227.2267137,21.72827721,1799.767334
25,6,7,50,0.093661637,0.253443213,48.76920912,21.65854263,1800.311401
25,6,7,100,3.405748201,0.261919794,71.25630418,21.63571739,1799.593628
25,6,7,150,6.628385178,0.274509663,97.3129616,21.6734333,1798.732788
25,6,7,230,11.86356271,0.287686171,140.6789196,21.64377403,1798.901123
25,6,7,330,17.67296076,0.301236011,199.5153051,21.62507057,1799.795044
25,6,7,400,21.37212508,0.312710274,248.4269963,21.62086678,1799.590088
25,6,7,650,28.20999583,0.327570662,453.0468644,21.6965313,1800.011108
25,6,7,900,31.02700083,0.333206288,681.0211288,21.74232864,1799.364868
25,6,7,1200,32.43199801,0.329892723,964.040272,21.73529816,1800.494385
25,6,7,1500,33.29516384,0.323020388,1248.383134,21.71815872,1800.055054
25,6,7,1600,33.62391724,0.317743656,1341.104017,21.71523857,1800.196777
25,6,7,1800,33.73825002,0.31407808,1533.925214,21.67612457,1799.807739
25,6,7,400,20.49512779,0.311434019,252.6671212,24.32422638,1801.248535
1000,7,2,400,16.86116602,0.205430674,231.8626174,25.29460335,1799.733887
1000,7,2,50,-0.271011774,0.199042187,51.7777059,25.2144165,1799.319092
1000,7,2,100,2.502602025,0.200478775,72.94125172,25.05516243,1800.267212
1000,7,2,150,5.289051967,0.204602288,96.84983319,24.92747116,1800.69043
1000,7,2,230,9.424372715,0.208577781,138.2163573,24.88741302,1800.103027
1000,7,2,330,14.22033294,0.213760869,192.3563264,24.82927322,1801.341919
1000,7,2,400,17.35703844,0.217951813,236.4831133,24.91076851,1799.807007
1000,7,2,650,24.71760705,0.22097583,416.2657258,24.99740601,1798.740479
1000,7,2,900,28.48532277,0.218787081,625.2555079,25.06537437,1801.258545
1000,7,2,1200,30.51701185,0.207924582,887.266713,25.12570953,1799.087158
1000,7,2,1500,31.93641823,0.195447564,1150.982325,25.18977547,1800.388306
1000,7,2,1600,32.58852313,0.187046461,1230.677112,25.09290886,1799.922974
1000,7,2,1800,32.55023294,0.177296438,1410.885604,24.99214935,1801.307861
1000,7,2,400,15.6121528,0.187263149,232.4862357,24.56154633,1800.232422
10,7,4,400,18.01355388,0.283653657,259.530355,24.61301041,1799.332764
10,7,4,50,-0.136896923,0.300357634,50.75693606,24.48672676,1800.454102
10,7,4,100,2.7761992,0.319323187,78.07504701,24.33475494,1800.292603
10,7,4,150,5.946985628,0.344278359,108.7377184,24.21307945,1800.708984
10,7,4,230,10.77186096,0.365344919,160.4070719,24.08030128,1800.772461
10,7,4,330,16.15955411,0.382778945,227.2402078,23.95653152,1800.641235
10,7,4,400,19.24033214,0.403077126,282.4725706,23.97936821,1800.916138
10,7,4,650,24.28261459,0.420528229,501.9772327,24.0759182,1801.058716
10,7,4,900,26.23035981,0.424083756,736.0255795,24.13854408,1799.180908
10,7,4,1200,26.75699007,0.4229028,1025.577968,24.05700302,1799.525146
10,7,4,1500,27.35369201,0.417127943,1313.979855,24.08282089,1798.906372
10,7,4,1600,27.60854282,0.412892567,1407.328019,24.19895744,1800.085327
10,7,4,1800,28.42044794,0.407110664,1595.850645,24.23394585,1799.784302
10,7,4,400,18.75171524,0.399389005,283.7753339,24.28505516,1799.162354
35,7,8,400,14.66743817,0.178770125,236.664705,25.18103218,1800.062012
35,7,8,50,-0.143337061,0.18257424,50.66568765,24.92762375,1800.252441
35,7,8,100,2.216105195,0.186954159,74.95090227,24.82657433,1800.810059
35,7,8,150,4.525099541,0.194348672,101.92826,24.96522903,1799.381958
35,7,8,230,8.164198425,0.201828262,147.3241554,25.05160522,1799.309814
35,7,8,330,12.28284933,0.209949344,208.0853794,24.99740219,1799.916992
35,7,8,400,15.00978357,0.209733572,252.9890683,24.89766502,1799.942505
35,7,8,650,19.83387409,0.217857911,456.8886957,24.95516396,1799.323242
35,7,8,900,21.36675013,0.208749323,680.0729494,25.06282616,1800.807495
35,7,8,1200,21.92332828,0.188442248,949.1646472,25.1393261,1798.557617
35,7,8,1500,22.85103323,0.175965287,1218.50847,25.04043007,1799.577026
35,7,8,1600,22.62879203,0.163071358,1303.490229,24.96071625,1800.72583
35,7,8,1800,22.52479727,0.150876086,1480.799361,24.94065666,1799.766968
35,7,8,400,12.54080739,0.144272857,231.3683866,25.22473907,1800.384521
15,1,2,400,19.98748306,0.345070512,264.9753451,24.83041191,1800.455444
15,1,2,50,-0.755649193,0.339822372,53.50847646,24.97480774,1800.966309
15,1,2,100,3.360926982,0.342395265,76.33170931,24.98438835,1800.595825
15,1,2,150,6.122242218,0.351598605,108.4916548,24.94735718,1800.544922
15,1,2,230,10.89859196,0.361365454,158.4851167,24.95446587,1799.340698
15,1,2,330,16.52258986,0.360840226,222.1462353,24.99936104,1800.569336
15,1,2,400,19.81780568,0.36545905,272.793386,25.02995682,1799.949219
15,1,2,650,26.98829584,0.364339108,471.7515716,24.95897484,1800.642212
15,1,2,900,28.12984407,0.363673702,710.306055,24.79695702,1799.868164
15,1,2,1200,28.34756059,0.346900922,993.1021108,25.11154366,1800.45459
15,1,2,1500,29.33665507,0.340713514,1277.504642,25.1199894,1799.633301
15,1,2,1600,29.56649727,0.337849224,1373.193217,25.08011627,1800.22937
15,1,2,1800,28.90698446,0.337070189,1572.903804,24.89943695,1801.361084
15,1,2,400,18.5437597,0.332004683,271.144252,25.03014946,1800.252808
1000,2,3,400,17.8756036,0.244307188,243.7486468,25.09581375,1799.13269
1000,2,3,50,-0.493167289,0.24243664,52.90070817,25.32673454,1798.510254
1000,2,3,100,2.515392021,0.261111746,77.97834694,24.78201675,1799.119019
1000,2,3,150,4.94072475,0.266579823,108.456907,24.56505775,1799.706055
1000,2,3,230,9.728823194,0.253748662,146.9295679,24.83699989,1800.783447
1000,2,3,330,14.79254833,0.277133405,213.1607845,24.82632637,1800.956787
1000,2,3,400,18.85415198,0.266885514,247.9917553,24.90136909,1801.002808
1000,2,3,650,24.42685768,0.257645748,442.0199095,24.87731171,1800.708862
1000,2,3,900,25.74513746,0.256836918,673.7629348,24.7344799,1800.150024
1000,2,3,1200,25.26452341,0.241904941,960.2131629,24.79607964,1800.637207
1000,2,3,1500,26.76445864,0.226336046,1226.563454,24.95508385,1801.180298
1000,2,3,1600,27.76236426,0.212417807,1302.520274,24.9267807,1799.889282
1000,2,3,1800,26.71366846,0.199459641,1493.683574,24.89003944,1799.619751
1000,2,3,400,15.77399732,0.195537472,234.3751727,25.1152935,1799.25647
25,2,4,400,15.04891539,0.153732747,211.73056,24.82365227,1799.783203
25,2,4,50,-0.579588947,0.152780293,54.93521705,24.90987587,1800.61145
25,2,4,100,2.582691779,0.158665562,68.89659426,25.03878593,1800.348267
25,2,4,150,4.701399587,0.17047701,94.14659537,25.1305275,1799.630005
25,2,4,230,8.087766943,0.175610682,138.7991484,25.1581955,1799.622314
25,2,4,330,13.1050142,0.181720492,188.1681483,25.06528854,1800.087646
25,2,4,400,15.67915413,0.213775783,250.43348,25.08184433,1800.536377
25,2,4,650,22.97702764,0.237795604,441.8790673,25.01877785,1800.217041
25,2,4,900,24.75811311,0.222780028,658.7924983,24.85029602,1799.872681
25,2,4,1200,25.35790818,0.210956771,936.4723424,24.90047073,1799.330933
25,2,4,1500,25.353412,0.197499944,1216.874131,25.04406738,1800.419678
25,2,4,1600,27.37153564,0.180802487,1275.585205,24.99388313,1800.605713
25,2,4,1800,26.50706212,0.174473421,1470.20851,24.92369843,1799.607544
25,2,4,400,14.46533792,0.181006589,239.2039375,24.95531654,1799.948242
20,3,4,400,21.83552166,0.334588142,250.2521733,24.88871765,1801.28772
20,3,4,50,-0.318679305,0.339002927,50.71892585,24.96878624,1800.282104
20,3,4,100,2.947473036,0.35588697,79.08235798,24.89752388,1800.782349
20,3,4,150,6.667442719,0.363955681,105.0314918,24.9557724,1800.479004
20,3,4,230,11.81745567,0.374343892,155.0765872,24.85775948,1800.224609
20,3,4,330,18.23281804,0.376011525,215.2009726,25.02166176,1798.796753
20,3,4,400,21.85239031,0.395091909,265.812847,25.24786568,1800.917969
20,3,4,650,29.69166317,0.390940314,463.8212111,25.00383568,1801.060913
20,3,4,900,32.68989602,0.375702314,685.0842571,24.86524391,1799.823975
20,3,4,1200,33.0348351,0.361460559,970.2790264,24.63743401,1800.220703
20,3,4,1500,35.06450623,0.330593596,1236.691052,25.16641426,1799.63562
20,3,4,1600,36.57911008,0.329959516,1322.916996,25.32589531,1800.637695
20,3,4,1800,35.78154118,0.328778612,1520.936173,25.19517326,1798.858521
20,3,4,400,20.74016368,0.321866334,252.9691733,25.33519363,1800.327271
15,3,7,400,15.491498,0.191465732,236.1802457,24.90756989,1801.039795
15,3,7,50,-0.891690948,0.182686908,57.87582016,25.50850487,1800.758057
15,3,7,100,1.668166583,0.202027754,81.45206974,24.90168953,1800.026367
15,3,7,150,4.38918859,0.214377948,106.2634472,24.85027695,1799.399048
15,3,7,230,8.746161257,0.221297987,146.7772593,24.82239342,1801.302856
15,3,7,330,13.36875286,0.221094024,204.1319424,24.62291145,1800.3927
15,3,7,400,16.67542587,0.222090352,245.1259987,24.34658432,1799.824341
15,3,7,650,23.6084177,0.218864543,423.0921987,24.95768166,1799.398926
15,3,7,900,26.55174027,0.233660489,651.8376808,24.80846405,1801.083618
15,3,7,1200,23.97375485,0.231586844,968.4091238,24.5780201,1801.157715
15,3,7,1500,26.43141536,0.228818806,1236.657756,24.64182663,1801.161255
15,3,7,1600,23.87704157,0.210908934,1340.155912,24.90961075,1800.76709
15,3,7,1800,26.79571709,0.210775455,1504.996796,25.04004478,1801.389893
15,3,7,400,15.54438479,0.201984789,241.0387641,25.13911057,1799.514282
35,4,4,400,20.36571969,0.424944137,280.6160915,25.06430817,1800.314331
35,4,4,50,-0.373954263,0.420025814,50.98999118,24.75220299,1800.133179
35,4,4,100,3.157629923,0.420966101,79.47270192,24.40942383,1800.25061
35,4,4,150,5.934861702,0.406848714,112.952976,24.77592087,1798.151123
35,4,4,230,11.1193963,0.407448463,163.4893122,24.84934998,1799.378662
35,4,4,330,17.23366267,0.416957873,227.1611656,24.81594467,1800.567383
35,4,4,400,20.24828693,0.410076643,278.4723274,24.91032791,1800.145386
35,4,4,650,24.63824312,0.408009212,495.3222701,24.98982048,1800.615356
35,4,4,900,26.87276073,0.395715753,722.111381,25.10203362,1800.558838
35,4,4,1200,27.45534893,0.387328249,1007.445433,25.11885262,1799.953247
35,4,4,1500,28.57114714,0.378475533,1291.272076,25.10966301,1799.644043
35,4,4,1600,29.47667495,0.373221099,1380.942792,25.1078434,1800.547485
35,4,4,1800,28.85913158,0.368631995,1575.791553,24.98124123,1800.344482
35,4,4,400,18.9433831,0.351687342,272.0637296,25.10220337,1801.508911
20,4,7,400,15.31325121,0.317333514,286.8698752,25.10780334,1801.121094
20,4,7,50,-0.558693045,0.311381445,52.33706559,24.83691597,1801.439087
20,4,7,100,2.017058954,0.306387496,83.21924997,24.79290199,1800.130981
20,4,7,150,4.764433836,0.300543305,112.7300401,24.9354496,1801.583618
20,4,7,230,8.349583893,0.306026957,166.4028993,25.23504639,1799.328735
20,4,7,330,12.43556815,0.310317987,236.9655141,25.26459503,1799.451538
20,4,7,400,15.24391329,0.318535934,287.7788911,25.01654625,1800.680298
20,4,7,650,19.76077545,0.325301643,501.9412779,25.1258316,1798.21167
20,4,7,900,21.16366842,0.324576058,735.7103249,24.81529999,1800.868896
20,4,7,1200,21.47119843,0.318432244,1023.344788,24.9577713,1800.694092
20,4,7,1500,21.81306916,0.310168624,1311.01511,24.98801994,1798.695801
20,4,7,1600,21.96004295,0.30715086,1405.040925,25.13034248,1800.060059
20,4,7,1800,23.65251093,0.306141092,1585.769284,25.27656746,1798.78125
20,4,7,400,14.9308997,0.33797682,295.2622737,24.50041199,1801.282104
5,2,6,400,16.03265893,0.254702016,263.253312,24.90282822,1800.195557
5,2,6,50,-0.100861722,0.256019737,49.47886417,24.7701931,1800.236938
5,2,6,100,2.42008293,0.254907971,78.52820511,24.61008644,1800.868774
5,2,6,150,4.833430765,0.254407935,107.8582702,24.75915718,1799.784058
5,2,6,230,8.557977408,0.256836179,157.7619656,24.86873627,1800.692261
5,2,6,330,12.62506045,0.257794453,222.0814385,24.82487679,1801.31311
5,2,6,400,15.40632713,0.257357977,269.3628194,24.83731651,1801.002808
5,2,6,650,20.8907264,0.255666926,467.2834833,24.8458004,1800.285767
5,2,6,900,22.22938892,0.251518367,697.5262759,24.914217,1801.02832
5,2,6,1200,22.13976581,0.245226815,985.1202791,24.83401299,1799.985718
5,2,6,1500,22.95713851,0.235994454,1263.918843,24.8632431,1800.185059
5,2,6,1600,23.07026188,0.230556728,1356.283556,24.90473366,1799.963623
5,2,6,1800,23.8708034,0.223088506,1536.742884,25.03896141,1799.533691
5,2,6,400,14.133634,0.218317898,262.1398453,25.10323334,1800.73999
1000,5,6,400,24.14980581,0.459884318,266.3984348,24.92615509,1798.944824
1000,5,6,50,0.025525676,0.461092545,48.64454002,25.01236534,1799.822998
1000,5,6,100,4.044830643,0.461001838,76.87146679,24.9415493,1799.784912
1000,5,6,150,7.915989237,0.460538293,105.5427121,24.99933815,1799.348877
1000,5,6,230,13.63036804,0.461327684,155.9242438,25.08482552,1798.962158
1000,5,6,330,20.0091394,0.463266204,219.3706703,25.14237404,1800.022461
1000,5,6,400,23.99569467,0.467534406,269.8967342,25.15884781,1799.099487
1000,5,6,650,29.80511942,0.468623917,482.5267128,25.09959221,1799.799683
1000,5,6,900,31.02025534,0.462534275,719.0499168,25.0102005,1800.32959
1000,5,6,1200,31.47847667,0.459624746,1009.150808,25.04454231,1801.040527
1000,5,6,1500,31.52194769,0.445462906,1297.487996,24.85082817,1800.075806
1000,5,6,1600,31.53142329,0.445561851,1394.468216,24.9504528,1800.061035
1000,5,6,1800,32.03185409,0.44537346,1586.384798,24.68178177,1799.681641
1000,5,6,400,21.85737808,0.42902956,272.7802882,24.96290398,1800.985229
35,5,7,400,17.86608335,0.408686666,290.3083493,24.96270561,1800.196533
35,5,7,50,-0.109676886,0.407613331,49.41082276,25.0743103,1799.481812
35,5,7,100,2.858722047,0.409620208,81.1988873,24.90995598,1801.032349
35,5,7,150,5.839779508,0.412519038,113.7540018,24.85573196,1799.234253
35,5,7,230,10.21313152,0.412826548,168.7263356,24.81576729,1799.914307
35,5,7,330,14.99285317,0.420403944,239.20384,24.91877174,1799.721802
35,5,7,400,17.86912808,0.420211619,292.9126427,24.8869381,1800.940308
35,5,7,650,21.59933539,0.423454973,515.5692094,24.78161049,1801.019653
35,5,7,900,22.54068871,0.419738845,751.7260124,25.00342369,1799.177734
35,5,7,1200,22.20449302,0.40992591,1043.468879,25.17431068,1800.511597
35,5,7,1500,23.03843939,0.398140433,1326.767494,25.19498253,1799.917603
35,5,7,1600,23.06691536,0.393415638,1423.638938,25.08826447,1798.848022
35,5,7,1800,23.40282379,0.385410377,1611.776302,25.11851311,1800.744019
35,5,7,400,16.59665601,0.371781614,289.7280282,24.96064186,1800.73877
5,6,3,400,14.03329247,0.188673424,248.4364542,24.9803524,1800.626953
5,6,3,50,-0.1937802,0.187951859,50.32691323,25.05151176,1800.017822
5,6,3,100,1.994016827,0.189073413,77.89889039,25.15317917,1799.739624
5,6,3,150,4.152283337,0.19354568,105.0881494,25.10661316,1798.928223
5,6,3,230,7.490439843,0.197247272,152.4267659,25.00531006,1800.121582
5,6,3,330,11.4648152,0.20076445,211.5616913,24.90985107,1800.593872
5,6,3,400,14.36816696,0.204133277,255.0062098,25.0513134,1799.171509
5,6,3,650,19.307479,0.203867369,450.4642856,25.05525589,1801.240479
5,6,3,900,20.41061733,0.200360466,681.1842269,24.98663139,1800.640869
5,6,3,1200,19.16836998,0.190924783,976.9428202,25.06851387,1800.65564
5,6,3,1500,19.72029958,0.182970931,1254.887126,25.16884422,1800.542358
5,6,3,1600,19.82656109,0.17588336,1344.78118,25.02683067,1800.355713
5,6,3,1800,20.18745552,0.169285057,1527.622911,25.21496582,1799.405762
5,6,3,400,12.31178158,0.175861881,258.9000915,24.50833702,1800.474365
10,6,5,400,14.30857384,0.250811063,274.8278941,24.82585335,1799.55127
10,6,5,50,-0.306151931,0.248380764,50.62810376,24.88095093,1801.239868
10,6,5,100,2.054123923,0.247865796,80.80626941,24.94568443,1798.603394
10,6,5,150,4.395065651,0.250681163,110.826341,25.02982712,1798.78833
10,6,5,230,7.721896707,0.253309921,162.5771312,25.21201134,1801.080566
10,6,5,330,11.74852576,0.256704017,228.9049771,24.9273262,1800.567139
10,6,5,400,14.19808057,0.261520284,281.1973318,24.97273827,1798.583862
10,6,5,650,18.39227946,0.265845369,492.2935877,25.1401825,1800.27832
10,6,5,900,19.47836944,0.266801537,727.9383421,25.14043427,1800.154175
10,6,5,1200,18.7768658,0.267069769,1024.918643,24.85723114,1800.055908
10,6,5,1500,19.76130298,0.264767864,1308.811981,24.99126625,1800.407837
10,6,5,1600,20.47848021,0.261435381,1399.012764,25.25685883,1800.71814
10,6,5,1800,20.58963007,0.25768583,1591.077431,25.02483559,1799.528442
10,6,5,400,13.37052268,0.25249734,283.7747148,24.95312119,1800.637207
